LoanID,MemberID,LoanAmount,FundedAmount,Term,IntRate,Installment,Grade,SubGrade,IssueDate,LoanStatus,Purpose,ApplicationType,DTI,TotalPayment,LastPaymentDate
LN-00352,MB-0279,376000.0,338600.0,36,11.74,10509.77,B,B1,2022-05-27,Current,Vehicle Purchase,Individual,5.36,239867.19,2022-08-07
LN-00353,MB-0175,2425000.0,2288800.0,24,7.9,102900.63,A,A3,2023-08-31,Fully Paid,Education,Joint,12.35,2802513.82,2025-08-08
LN-00354,MB-0162,2977000.0,2863000.0,48,15.04,68616.57,C,C5,2022-08-23,Default,Vehicle Purchase,Individual,27.91,546844.07,2024-10-01
LN-00355,MB-0055,2368000.0,2315100.0,12,7.82,208011.74,A,A3,2024-03-18,Current,Agriculture,Joint,39.85,921053.19,2024-07-20
LN-00356,MB-0015,2128000.0,1918700.0,60,19.44,38194.92,D,D2,2022-09-14,Current,Home Renovation,Joint,44.68,1512477.62,2025-12-12
LN-00357,MB-0064,455000.0,441300.0,60,10.63,8136.84,B,B1,2022-04-30,Current,Business Expansion,Joint,36.59,102642.19,2024-06-14
LN-00358,MB-0024,1957000.0,1789900.0,36,15.52,57435.9,C,C4,2023-09-04,Default,Education,Individual,11.95,479672.02,2025-06-29
LN-00359,MB-0303,1623000.0,1505800.0,60,15.92,29092.06,C,C5,2023-03-13,Current,Wedding,Individual,21.68,786067.81,2026-02-18
LN-00360,MB-0004,2056000.0,1875000.0,36,11.73,58192.71,B,B1,2022-03-17,Current,Medical Emergency,Joint,14.31,1077422.77,2023-09-10
LN-00361,MB-0323,1591000.0,1449400.0,36,9.58,44118.13,A,A4,2024-05-14,Fully Paid,Debt Consolidation,Joint,22.37,1783933.93,2027-05-02
LN-00362,MB-0004,1054000.0,967300.0,48,8.98,21961.74,A,A3,2024-09-09,Fully Paid,Vehicle Purchase,Joint,32.66,991955.98,2028-08-12
LN-00363,MB-0151,2104000.0,1924400.0,12,18.15,189473.22,D,D2,2022-08-04,Charged Off,Business Expansion,Individual,4.22,911383.62,2023-03-29
LN-00364,MB-0128,2555000.0,2484500.0,24,8.07,111874.96,A,A1,2021-06-29,Fully Paid,Education,Individual,9.49,2752061.65,2023-06-18
LN-00365,MB-0279,2259000.0,2041600.0,60,9.67,37317.05,A,A3,2022-02-12,Fully Paid,Business Expansion,Individual,23.8,2141463.64,2026-12-30
LN-00366,MB-0082,632000.0,571500.0,36,15.58,18348.32,C,C1,2024-03-03,Fully Paid,Agriculture,Joint,2.4,709598.22,2027-02-08
LN-00367,MB-0172,702000.0,653700.0,24,19.16,32456.21,D,D1,2023-11-19,Fully Paid,Debt Consolidation,Joint,21.63,692025.21,2025-11-26
LN-00368,MB-0058,1244000.0,1230300.0,24,9.77,56270.85,A,A2,2024-05-07,Fully Paid,Education,Individual,26.5,1518675.97,2026-04-23
LN-00369,MB-0342,2999000.0,2790300.0,48,16.23,67565.95,C,C4,2021-04-24,Fully Paid,Business Expansion,Joint,5.84,3114964.15,2025-03-19
LN-00370,MB-0261,1925000.0,1877800.0,60,14.53,35844.07,C,C1,2021-10-25,Fully Paid,Vehicle Purchase,Individual,10.98,2327021.49,2026-10-06
LN-00371,MB-0041,391000.0,388400.0,24,10.84,17937.61,B,B1,2023-12-14,Fully Paid,Wedding,Individual,14.89,432327.85,2025-11-18
LN-00372,MB-0025,270000.0,257900.0,12,15.83,24893.8,C,C1,2024-01-11,Current,Home Renovation,Joint,6.82,97898.42,2024-09-20
LN-00373,MB-0029,2487000.0,2270900.0,12,11.7,211382.94,B,B1,2022-07-28,Charged Off,Wedding,Individual,23.76,927722.5,2022-08-31
LN-00374,MB-0159,111000.0,109600.0,12,10.8,10119.73,B,B1,2024-06-12,DEFAULT,Agriculture,Individual,17.07,24592.29,2024-12-26
LN-00375,MB-0043,1839000.0,1781500.0,24,10.45,81986.11,A,A4,2022-03-20,Fully Paid,Agriculture,Joint,17.0,2206176.8,2024-03-28
LN-00376,MB-0144,1118000.0,1104100.0,60,15.63,21277.85,C,C4,2024-12-27,charged off,Medical Emergency,Individual,37.68,567750.02,2025-04-23
LN-00377,MB-0135,486000.0,479800.0,60,11.57,8921.88,B,B5,2021-10-27,Current,Agriculture,Joint,43.17,351910.2,2024-03-21
LN-00378,MB-0282,1404000.0,1272400.0,24,10.28,58466.78,A,A5,2021-10-04,Charged Off,Medical Emergency,Individual,41.99,503253.43,2022-03-03
LN-00379,MB-0007,359000.0,350300.0,36,10.53,10755.18,B,B5,2023-12-08,Current,Education,Individual,17.13,264884.79,2025-05-24
LN-00380,MB-0061,2055000.0,1873400.0,60,13.29,35372.91,B,B1,2023-10-13,Fully Paid,Education,Individual,19.45,2098733.52,2028-09-13
LN-00381,MB-0071,1042000.0,1034600.0,12,16.45,100399.31,C,C3,2024-10-22,Charged Off,Wedding,Individual,5.78,497080.27,2025-03-08
LN-00382,MB-0125,1770000.0,1609600.0,24,10.7,74242.8,B,B5,2023-08-26,Fully Paid,Medical Emergency,Individual,41.82,1754015.67,2025-08-24
LN-00383,MB-0102,2813000.0,2798000.0,12,10.65,257998.92,B,B3,2021-10-13,current,Home Renovation,Joint,22.9,2438294.76,2022-07-22
LN-00384,MB-0174,2768000.0,2508800.0,12,12.48,235158.19,B,B3,2024-05-28,FULLY PAID,Vehicle Purchase,Individual,42.8,768198.59,2024-11-22
LN-00385,MB-0287,824000.0,813800.0,60,9.52,14854.56,A,A4,2024-01-31,Fully Paid,Vehicle Purchase,Joint,34.43,975807.11,2029-01-08
LN-00386,MB-0111,2071000.0,2024700.0,36,8.88,61235.93,A,A2,2024-12-21,Fully Paid,Education,Joint,4.69,2489809.25,2027-12-13
LN-00387,MB-0337,1584000.0,1441700.0,60,12.65,27067.92,B,B5,2023-03-24,Late,Home Renovation,Individual,31.9,847894.48,2026-03-29
LN-00388,MB-0243,1484000.0,1425900.0,12,8.7,129162.78,A,A1,2022-11-16,Current,Education,Joint,25.82,401389.26,2023-02-14
LN-00389,MB-0201,2359000.0,2136800.0,60,9.68,39060.7,A,A2,2022-12-02,Current,Medical Emergency,Individual,3.42,979843.2,2025-12-13
LN-00390,MB-0139,1208000.0,1166000.0,24,14.53,55642.49,C,C4,2021-07-12,current,Debt Consolidation,Individual,11.91,470728.95,2022-03-09
LN-00391,MB-0015,2830000.0,2588900.0,24,8.96,117536.06,A,A3,2024-03-02,Fully Paid,Medical Emergency,Individual,13.64,2889207.72,2026-03-02
LN-00392,MB-0198,728000.0,702500.0,12,11.99,65560.81,B,B1,2024-04-18,Current,Wedding,Joint,9.07,480895.23,2024-11-03
LN-00393,MB-0318,258000.0,233400.0,60,10.34,4292.23,A,A3,2021-09-22,Fully Paid,Medical Emergency,Individual,44.26,274452.05,2026-08-08
LN-00394,MB-0069,1122000.0,1091400.0,12,8.76,98917.22,A,A2,2021-09-28,current,Medical Emergency,Individual,29.66,918442.25,2022-01-13
LN-00395,MB-0035,117000.0,113900.0,36,14.45,3621.07,C,C3,2021-07-11,Default,Vehicle Purchase,Individual,14.57,57627.8,2022-09-16
LN-00396,MB-0219,967000.0,940400.0,48,14.16,22365.85,C,C4,2022-06-23,Fully Paid,Vehicle Purchase,Individual,6.09,1158014.85,2026-06-16
LN-00397,MB-0176,2342000.0,2144200.0,12,11.42,199088.97,B,B3,2021-02-02,current,Vehicle Purchase,Joint,42.08,1632734.76,2021-05-22
LN-00398,MB-0245,2421000.0,2298600.0,48,15.21,55171.19,C,C2,2023-09-08,Fully Paid,Debt Consolidation,Individual,31.21,2819960.88,2027-08-04
LN-00399,MB-0222,150000.0,143200.0,60,16.69,2785.0,D,D5,2024-03-17,Fully Paid,Home Renovation,Joint,40.32,159935.54,2029-02-06
LN-00400,MB-0080,1841000.0,1742000.0,36,15.86,56063.37,C,C2,2023-05-29,Default,Education,Individual,36.6,845979.01,2024-07-22
LN-00401,MB-0333,1816000.0,1669800.0,48,15.26,40096.07,C,C3,2021-08-03,FULLY PAID,Home Renovation,Individual,33.99,1089187.59,2023-11-01
LN-00402,MB-0229,1120000.0,1055000.0,36,16.27,34073.57,C,C2,2022-02-24,CHARGED OFF,Business Expansion,Joint,8.61,601557.44,2022-08-11
LN-00403,MB-0256,417000.0,397400.0,60,14.84,7606.24,C,C3,2022-01-15,Default,Medical Emergency,Individual,29.53,49289.07,2022-05-31
LN-00404,MB-0185,2261000.0,2119800.0,12,22.26,215972.29,E,E2,2024-11-28,Current,Debt Consolidation,Individual,5.28,1206268.58,2025-07-30
LN-00405,MB-0122,568000.0,558100.0,24,17.74,27379.46,D,D5,2021-09-27,Current,Business Expansion,Individual,26.68,422019.74,2022-09-02
LN-00406,MB-0081,238000.0,216000.0,36,8.56,6513.6,A,A3,2021-11-04,Fully Paid,Business Expansion,Individual,30.8,262336.56,2024-10-19
LN-00407,MB-0080,1237000.0,1201500.0,12,16.11,116255.14,C,C2,2021-03-12,Late,Vehicle Purchase,Joint,39.74,1073389.48,2021-09-12
LN-00408,MB-0274,1042000.0,1028500.0,24,20.75,51746.41,E,E3,2022-01-20,Current,Wedding,Individual,41.36,654169.83,2022-08-30
LN-00409,MB-0114,944000.0,880600.0,36,11.68,27318.17,B,B5,2022-02-17,Current,Debt Consolidation,Individual,21.66,647611.21,2024-02-29
LN-00410,MB-0027,1224000.0,1221300.0,48,9.73,27919.43,A,A5,2022-05-29,Fully Paid,Wedding,Joint,13.3,1490202.83,2026-04-22
LN-00411,MB-0038,2888000.0,2875100.0,48,8.73,65127.0,A,A1,2024-06-04,Fully Paid,Agriculture,Individual,44.24,3473891.52,2028-05-10
LN-00412,MB-0344,729000.0,669900.0,24,13.77,31756.05,C,C1,2024-05-16,Current,Home Renovation,Individual,7.35,290230.57,2024-11-29
LN-00413,MB-0015,2930000.0,2729500.0,36,8.89,82559.79,A,A2,2023-12-18,Charged Off,Home Renovation,Individual,2.53,1428301.61,2024-07-05
LN-00414,MB-0060,1888000.0,1873800.0,12,13.92,177886.08,C,C3,18/10/2024,Current,Business Expansion,Joint,37.98,1488461.31,2025-06-28
LN-00415,MB-0068,344000.0,318400.0,60,10.92,5886.15,B,B3,2022-09-26,Fully Paid,Business Expansion,Joint,41.96,362704.57,2027-09-03
LN-00416,MB-0074,847000.0,766300.0,36,10.73,23570.11,B,B5,2024-05-04,Fully Paid,Business Expansion,Joint,35.89,879980.69,2027-04-05
LN-00417,MB-0060,2545000.0,2391600.0,24,14.08,113680.72,C,C1,19/05/2021,Fully Paid,Debt Consolidation,Joint,6.09,2555830.03,2023-05-16
LN-00418,MB-0311,2681000.0,2499900.0,12,13.41,236261.38,B,B3,2021-03-21,Current,Medical Emergency,Individual,14.9,1425032.38,2021-06-07
LN-00419,MB-0047,873000.0,828100.0,60,11.87,15439.92,B,B5,2023-09-07,Current,Home Renovation,Individual,4.33,184229.34,2026-02-24
LN-00420,MB-0178,2477000.0,2437600.0,12,8.84,221090.32,A,A1,2024-10-31,late,Home Renovation,Individual,25.05,1712171.24,2025-06-02
LN-00421,MB-0081,2730000.0,2729500.0,36,8.92,82582.54,A,A2,2023-05-22,CURRENT,Vehicle Purchase,Joint,37.45,1890875.85,2024-06-29
LN-00422,MB-0073,342000.0,332700.0,24,11.81,15499.66,B,B5,2021-10-30,Current,Debt Consolidation,Individual,33.34,210874.14,2023-01-08
LN-00423,MB-0125,2644000.0,2393600.0,48,18.08,58882.56,D,D4,2021-01-06,Late,Medical Emergency,Joint,40.79,1235286.24,2021-05-23
LN-00424,MB-0204,2380000.0,2175800.0,36,14.45,69172.31,C,C2,2023-12-09,Current,Home Renovation,Individual,24.4,1503186.23,2025-05-21
LN-00425,MB-0028,1250000.0,1194400.0,60,14.41,22775.22,C,C3,2021-05-30,Fully Paid,Business Expansion,Individual,2.58,1470682.24,2026-04-30
LN-00426,MB-0316,1135000.0,1088100.0,12,18.09,107078.11,D,D1,2021-07-16,Late,Agriculture,Joint,38.14,875895.73,2021-11-04
LN-00427,MB-0126,2430000.0,2251600.0,36,15.52,72251.34,C,C2,2021-06-26,Default,Vehicle Purchase,Joint,38.9,741033.76,2023-03-19
LN-00428,MB-0068,1296000.0,1277600.0,24,17.03,62298.97,D,D2,2024-03-12,Charged Off,Business Expansion,Joint,2.58,338370.96,2024-04-21
LN-00429,MB-0184,488000.0,456000.0,48,10.11,10460.45,A,A5,2024-03-04,Default,Debt Consolidation,Joint,37.67,221900.48,2025-09-21
LN-00430,MB-0130,1799000.0,1692300.0,48,18.35,41725.77,D,D1,2023-06-30,Fully Paid,Business Expansion,Individual,43.4,1857231.56,2027-06-08
LN-00431,MB-0208,723000.0,666300.0,12,7.95,59939.24,A,A1,2022-03-15,Late,Debt Consolidation,Individual,26.72,327522.71,2022-07-15
LN-00432,MB-0258,826000.0,801900.0,24,13.67,37979.99,C,C4,2024-03-13,Fully Paid,Home Renovation,Joint,17.01,839958.72,2026-02-20
LN-00433,MB-0049,623000.0,611300.0,24,19.15,30348.5,D,D5,2021-05-04,FULLY PAID,Vehicle Purchase,Joint,15.72,320823.09,2022-02-02
LN-00434,MB-0176,1547000.0,1462400.0,36,14.93,46687.12,C,C4,2023-10-06,Fully Paid,Agriculture,Joint,5.04,1630833.78,2026-09-04
LN-00435,MB-0344,1358000.0,1338800.0,24,13.57,63353.13,C,C4,2022-09-27,Late,Home Renovation,Joint,19.4,643467.12,25-04-2024
LN-00436,MB-0079,2668000.0,2539400.0,48,10.04,58215.75,A,A5,2023-06-23,current,Debt Consolidation,Individual,20.93,2178773.43,2023-08-12
LN-00437,MB-0252,348000.0,333200.0,60,18.95,6605.69,D,D3,2021-05-18,Fully Paid,Agriculture,Joint,25.27,345149.7,2026-04-24
LN-00438,MB-0201,169000.0,163100.0,12,14.13,15512.17,C,C1,2022-10-29,Fully Paid,Debt Consolidation,Joint,30.74,180151.16,2023-10-19
LN-00439,MB-0227,1535000.0,1461800.0,36,12.52,45689.37,B,B4,2023-05-30,Current,Vehicle Purchase,Individual,30.28,872257.67,2024-06-12
LN-00440,MB-0115,1216000.0,1110600.0,12,19.0,110134.5,D,D5,2024-08-20,Fully Paid,Vehicle Purchase,Joint,29.53,1386162.63,2025-08-02
LN-00441,MB-0197,2722000.0,2632500.0,48,12.3,61589.53,B,B1,2023-01-25,Late,Agriculture,Joint,14.84,2007457.6,2023-04-08
LN-00442,MB-0222,925000.0,894900.0,48,14.73,21389.97,C,C3,2021-01-27,Fully Paid,Medical Emergency,Individual,6.94,1103757.04,2024-12-17
LN-00443,MB-0251,224000.0,213200.0,36,12.42,6657.76,B,B4,2021-07-11,Default,Wedding,Individual,44.35,110053.82,2022-05-24
LN-00444,MB-0086,2017000.0,1826200.0,48,15.4,43904.89,C,C1,2023-05-22,FULLY PAID,Business Expansion,Joint,27.97,782626.07,2026-02-10
LN-00445,MB-0043,81000.0,76200.0,48,16.89,1855.63,D,D1,2024-10-31,Charged Off,Education,Individual,23.73,41179.22,2025-01-12
LN-00446,MB-0058,2256000.0,2227300.0,24,13.08,104942.95,B,B1,2021-12-09,Current,Agriculture,Individual,25.36,1173532.24,2022-06-12
LN-00447,MB-0114,2356000.0,2223700.0,24,8.82,100826.26,A,A1,2024-11-24,Current,Home Renovation,Individual,10.61,1351944.89,2025-03-17
LN-00448,MB-0220,1983000.0,1948800.0,60,21.23,39375.5,E,E4,18/07/2023,Current,Business Expansion,Joint,26.3,859901.35,2025-09-25
LN-00449,MB-0155,1572000.0,1516600.0,24,21.97,77074.88,E,E4,2022-08-11,Fully Paid,Medical Emergency,Joint,18.66,1836376.37,2024-07-25
LN-00450,MB-0261,2916000.0,2718400.0,36,13.27,85531.44,B,B4,2021-02-22,Current,Wedding,Joint,8.84,1569933.93,2021-11-23
LN-00451,MB-0178,2982000.0,2823400.0,12,12.31,264246.71,B,B2,2021-11-14,Charged Off,Education,Joint,13.46,1643210.15,2022-01-10
LN-00452,MB-0332,1905000.0,1794800.0,60,14.64,34292.65,C,C2,2024-03-27,Current,Vehicle Purchase,Joint,33.81,767873.86,2024-05-25
LN-00453,MB-0246,246000.0,224500.0,60,7.62,4026.78,A,A1,2023-11-07,Fully Paid,Debt Consolidation,Joint,39.37,256342.86,2028-10-14
LN-00454,MB-0265,1565000.0,1524700.0,48,23.34,39178.44,E,E3,2023-07-22,Late,Business Expansion,Individual,11.94,1117994.1,2024-12-12
LN-00455,MB-0145,2337000.0,2110800.0,24,9.07,95927.07,A,A5,2022-09-22,Charged Off,Debt Consolidation,Individual,12.5,396641.81,2023-12-26
LN-00456,MB-0152,2081000.0,1911200.0,48,15.33,45920.56,C,C3,2022-04-30,charged off,Education,Joint,29.83,396186.69,2024-06-17
LN-00457,MB-0054,2055000.0,1894300.0,36,14.8,60407.12,C,C5,07/12/2023,Fully Paid,Agriculture,Joint,41.85,1995121.17,2026-11-16
LN-00458,MB-0221,2960000.0,2783500.0,48,14.94,66653.23,C,C4,2021-02-02,Fully Paid,Debt Consolidation,Joint,11.16,3094869.76,2025-01-06
LN-00459,MB-0141,619000.0,571100.0,48,18.45,14093.08,D,D2,2023-01-27,FULLY PAID,Agriculture,Joint,25.46,136036.44,2024-02-09
LN-00460,MB-0279,222000.0,213000.0,36,12.59,6661.58,B,B4,27/02/2024,Fully Paid,Business Expansion,Joint,17.94,238468.23,2027-01-31
LN-00461,MB-0178,2541000.0,2405600.0,24,7.59,107841.04,A,A2,2024-12-09,Current,Vehicle Purchase,Individual,41.77,766448.27,2025-08-17
LN-00462,MB-0326,2602000.0,2388400.0,36,17.3,77822.03,D,D2,2023-11-21,Current,Medical Emergency,Joint,23.51,766522.49,2026-03-04
LN-00463,MB-0067,2092000.0,1900200.0,60,11.69,35372.22,B,B3,2024-08-20,Current,Wedding,Joint,21.83,1649530.96,2024-12-09
LN-00464,MB-0278,1170000.0,1152400.0,60,14.99,22085.75,C,C1,2022-08-20,Late,Business Expansion,Individual,41.11,934682.94,2026-02-05
LN-00465,MB-0282,1828000.0,1665200.0,48,13.18,39264.03,B,B2,2022-12-17,FULLY PAID,Debt Consolidation,Joint,24.28,1233893.94,2024-05-08
LN-00466,MB-0315,1720000.0,1571400.0,60,9.12,28578.53,A,A2,2023-04-26,Fully Paid,Debt Consolidation,Individual,44.86,1936548.67,2028-03-22
LN-00467,MB-0180,1217000.0,1202700.0,36,15.24,38499.76,C,C5,2023-01-07,Fully Paid,Medical Emergency,Individual,27.3,1280034.75,2025-12-02
LN-00468,MB-0305,209000.0,203600.0,12,10.64,18771.92,B,B5,2023-10-31,Fully Paid,Business Expansion,Joint,37.21,247644.07,2024-11-03
LN-00469,MB-0030,2179000.0,2160200.0,36,17.25,70356.51,D,D4,2021-08-27,Fully Paid,Wedding,Joint,27.53,2431953.59,2024-08-27
LN-00470,MB-0175,1145000.0,1098400.0,36,11.28,33952.76,B,B2,2021-05-29,current,Business Expansion,Joint,40.54,956742.16,2021-07-18
LN-00471,MB-0226,2468000.0,2388700.0,36,12.62,74726.5,B,B3,2021-07-28,Fully Paid,Vehicle Purchase,Individual,16.56,2937334.5,2024-07-15
LN-00472,MB-0315,589000.0,554800.0,24,11.91,25869.86,B,B1,2024-01-11,Current,Education,Individual,28.61,472905.16,2025-06-05
LN-00473,MB-0212,546000.0,503800.0,48,16.27,12203.51,C,C1,2022-11-19,Fully Paid,Business Expansion,Individual,10.21,583355.71,2026-10-26
LN-00474,MB-0075,1276000.0,1250700.0,36,22.69,42624.55,E,E5,2024-10-14,FULLY PAID,Debt Consolidation,Joint,31.25,574791.93,2026-04-26
LN-00475,MB-0088,928000.0,869700.0,48,12.82,20441.57,B,B3,2024-01-30,CURRENT,Agriculture,Joint,23.46,232182.2,2025-05-10
LN-00476,MB-0017,306000.0,303600.0,24,9.77,13885.9,A,A4,2024-07-01,Fully Paid,Business Expansion,Joint,21.43,319369.92,2026-06-25
LN-00477,MB-0018,401000.0,371000.0,48,13.65,8784.2,C,C4,2023-06-06,Fully Paid,Agriculture,Joint,19.66,442494.34,10-05-2027
LN-00478,MB-0138,2688000.0,2445900.0,36,14.53,77813.59,C,C2,2023-04-27,FULLY PAID,Home Renovation,Individual,36.58,1880529.9,2025-01-19
LN-00479,MB-0312,123000.0,117900.0,36,9.71,3593.0,A,A3,2023-06-09,FULLY PAID,Medical Emergency,Joint,31.18,76126.83,2025-01-24
LN-00480,MB-0341,2565000.0,2512500.0,24,13.5,118820.31,B,B4,2023-10-10,Current,Medical Emergency,Joint,15.13,816588.33,2025-01-07
LN-00481,MB-0065,1707000.0,1551300.0,24,9.8,70971.98,A,A4,2021-12-15,Current,Business Expansion,Individual,4.46,459736.88,2023-06-17
LN-00482,MB-0293,1048000.0,998300.0,60,11.68,18581.69,B,B3,2022-07-22,fully paid,Wedding,Joint,5.67,471990.6,2022-10-08
LN-00483,MB-0273,1238000.0,1215200.0,48,14.53,28995.18,C,C1,2021-12-04,current,Home Renovation,Individual,3.84,507629.94,2024-05-04
LN-00484,MB-0082,798000.0,773400.0,24,16.53,37551.79,D,D3,2021-08-20,Late,Vehicle Purchase,Joint,7.24,344852.77,2022-12-10
LN-00485,MB-0287,2728000.0,2572700.0,36,12.89,80675.58,B,B5,2023-01-07,Late,Wedding,Individual,14.21,706815.91,2023-12-03
LN-00486,MB-0259,1509000.0,1435400.0,36,8.23,43153.71,A,A4,2023-01-02,Late,Debt Consolidation,Individual,16.78,1223734.37,2025-04-08
LN-00487,MB-0057,2918000.0,2839400.0,12,18.03,279278.65,D,D2,2024-07-14,Current,Vehicle Purchase,Individual,19.37,737261.97,2025-03-15
LN-00488,MB-0065,2434000.0,2425800.0,12,17.11,236737.86,D,D3,2024-03-17,CURRENT,Business Expansion,Joint,36.9,1060422.86,2024-10-25
LN-00489,MB-0350,1303000.0,1278200.0,60,15.31,24564.87,C,C3,2024-06-16,Fully Paid,Agriculture,Joint,34.94,1344013.08,2029-06-03
LN-00490,MB-0081,1215000.0,1179200.0,24,13.33,55682.81,B,B4,2023-02-25,Current,Vehicle Purchase,Joint,34.15,255217.6,2023-08-31
LN-00491,MB-0010,2289000.0,2211200.0,60,7.98,39794.23,A,A3,2024-04-12,Current,Wedding,Individual,7.66,1408887.66,2026-04-11
LN-00492,MB-0053,1977000.0,1976800.0,48,10.12,45351.09,A,A4,2023-05-06,Current,Wedding,Joint,34.83,686620.54,2024-06-05
LN-00493,MB-0198,2965000.0,2782800.0,48,15.48,66949.53,C,C3,2022-11-26,Current,Education,Joint,20.73,1476700.48,2025-11-05
LN-00494,MB-0089,1066000.0,1030400.0,60,11.71,19184.33,B,B5,2021-06-11,Fully Paid,Education,Joint,18.45,1267671.05,2026-05-19
LN-00495,MB-0279,2871000.0,2716400.0,60,11.81,50620.11,B,B3,2021-08-27,Fully Paid,Business Expansion,Joint,26.2,3068753.57,2026-08-20
LN-00496,MB-0110,2893000.0,2759600.0,36,8.7,83324.59,A,A5,2022-05-13,fully paid,Debt Consolidation,Joint,16.74,1439861.07,2022-10-24
LN-00497,MB-0145,2715000.0,2514600.0,12,21.48,254561.34,E,E4,2024-11-08,Current,Business Expansion,Individual,5.74,2030597.58,2025-08-28
LN-00498,MB-0308,1187000.0,1123400.0,36,9.79,34260.58,A,A1,2022-12-19,Fully Paid,Debt Consolidation,Individual,17.84,1355480.53,2025-12-22
LN-00499,MB-0318,1858000.0,1700700.0,12,16.52,165137.97,D,D3,2021-10-23,Current,Business Expansion,Joint,29.47,748510.42,2021-11-23
LN-00500,MB-0064,2007000.0,2004900.0,48,12.86,47140.21,B,B4,2022-05-18,Current,Medical Emergency,Individual,11.61,1725442.18,2024-01-03
LN-00501,MB-0311,1186000.0,1146400.0,12,18.48,113187.89,D,D4,2024-07-22,Fully Paid,Education,Joint,38.94,1183749.83,2025-07-02
LN-00502,MB-0292,893000.0,849700.0,36,11.12,26227.41,B,B3,02/07/2024,Late,Debt Consolidation,Joint,20.23,282108.64,2025-10-30
LN-00503,MB-0118,2924000.0,2764700.0,60,14.8,52897.93,C,C5,2023-11-07,Fully Paid,Debt Consolidation,Joint,24.04,2899764.63,2028-10-19
LN-00504,MB-0255,1372000.0,1235400.0,12,20.76,124322.42,E,E2,2023-03-26,LATE,Wedding,Joint,12.16,1079272.33,2023-12-03
LN-00505,MB-0088,2948000.0,2746800.0,60,9.54,50147.41,A,A5,2023-04-19,fully paid,Business Expansion,Individual,7.5,2303435.89,2023-12-04
LN-00506,MB-0064,2163000.0,2005900.0,48,13.69,47510.58,C,C5,2022-03-25,Fully Paid,Wedding,Joint,18.28,2120988.87,2026-03-20
LN-00507,MB-0192,1432000.0,1321200.0,36,9.92,40340.64,A,A2,2021-10-15,CHARGED OFF,Education,Joint,5.18,736192.01,2022-09-22
LN-00508,MB-0297,2079000.0,1957300.0,24,8.78,88714.62,A,A2,2024-06-23,Fully Paid,Vehicle Purchase,Individual,28.72,2112387.49,2026-06-26
LN-00509,MB-0305,597000.0,580500.0,12,7.86,52177.28,A,A4,2022-02-28,Current,Education,Individual,3.79,265320.36,2022-05-07
LN-00510,MB-0068,2087000.0,2078700.0,36,21.96,70421.74,E,E5,2024-02-14,Late,Agriculture,Individual,34.66,705730.52,2025-07-04
LN-00511,MB-0173,2448000.0,2265800.0,36,15.12,72455.25,C,C4,2022-05-01,CURRENT,Debt Consolidation,Joint,36.5,830143.0,30-06-2023
LN-00512,MB-0127,2117000.0,1959000.0,12,16.49,190169.93,C,C2,2023-01-14,Fully Paid,Business Expansion,Joint,28.64,2388891.93,2024-01-16
LN-00513,MB-0326,1423000.0,1324500.0,36,11.57,41048.46,B,B3,2021-06-22,Fully Paid,Education,Joint,23.74,1376215.39,2024-05-26
LN-00514,MB-0211,1922000.0,1912100.0,24,7.94,85996.7,A,A3,2023-07-10,FULLY PAID,Business Expansion,Joint,31.0,1300129.98,2023-10-27
LN-00515,MB-0247,1590000.0,1533700.0,36,10.77,47191.1,B,B4,2022-07-27,Current,Wedding,Individual,4.55,1099683.99,2024-11-29
LN-00516,MB-0344,1548000.0,1545300.0,36,16.29,49917.48,C,C5,2023-12-21,Fully Paid,Debt Consolidation,Individual,2.02,1795665.03,18-11-2026
LN-00517,MB-0010,2842000.0,2827000.0,12,18.74,279731.65,D,D5,2021-03-23,LATE,Debt Consolidation,Individual,29.29,982185.52,2021-12-03
LN-00518,MB-0136,1950000.0,1841300.0,48,8.25,41525.15,A,A2,2023-04-23,Fully Paid,Debt Consolidation,Individual,40.21,2113677.06,20-03-2027
LN-00519,MB-0114,1291000.0,1274600.0,24,13.07,60049.59,B,B3,2024-03-07,current,Education,Individual,33.23,928609.76,2025-07-03
LN-00520,MB-0248,1059000.0,1051400.0,24,13.04,49520.94,B,B5,2021-10-21,Fully Paid,Business Expansion,Individual,30.27,1275491.36,2023-10-31
LN-00521,MB-0266,2841000.0,2568900.0,36,10.68,78979.4,B,B3,2022-01-08,Current,Vehicle Purchase,Individual,32.66,1859878.0,2022-11-15
LN-00522,MB-0119,2810000.0,2790100.0,60,15.51,53714.08,C,C3,02/03/2024,Current,Home Renovation,Joint,3.24,1301788.74,2025-05-17
LN-00523,MB-0003,2684000.0,2527200.0,24,11.35,117251.55,B,B1,2021-10-03,Current,Medical Emergency,Joint,43.47,1919336.86,2022-04-18
LN-00524,MB-0072,2772000.0,2642000.0,24,17.26,129083.72,D,D5,2021-03-22,Fully Paid,Home Renovation,Joint,11.82,2881709.86,2023-02-21
LN-00525,MB-0151,1501000.0,1365900.0,12,13.65,129362.11,C,C2,2024-01-31,Fully Paid,Home Renovation,Individual,42.79,1617703.51,31-01-2025
LN-00526,MB-0100,1769000.0,1616500.0,48,13.67,38280.74,C,C2,2024-02-10,Default,Education,Joint,44.56,880194.76,2024-05-23
LN-00527,MB-0132,886000.0,834800.0,12,9.98,76509.42,A,A2,2021-12-21,Late,Business Expansion,Individual,8.03,696324.78,2022-01-22
